Country Code,Year,GDP_percentage,Running total
ABW,1986,0,0
ABW,1987,16.26394074,16.26394074
ABW,1988,18.86627814,35.13021888
ABW,1989,11.67157257,46.80179145
ABW,1990,2.19580451,48.99759596
ABW,1991,4.539317283,53.53691324
ABW,1992,2.370641508,55.90755475
ABW,1993,4.092614763,60.00016951
ABW,1994,4.800351995,64.80052151
ABW,1995,-0.567201754,64.23331976
ABW,1996,-1.830023738,62.40329602
ABW,1997,3.854744451,66.25804047
ABW,1998,-1.027089526,65.23095094
ABW,1999,-1.689536653,63.54141429
ABW,2000,4.918353851,68.45976814
ABW,2001,2.369192993,70.82896113
ABW,2002,-2.134006061,68.69495507
ABW,2003,0.117317036,68.81227211
ABW,2004,6.318776765,75.13104887
ABW,2005,-1.379148395,73.75190048
ABW,2006,-0.049084365,73.70281611
ABW,2007,1.838730741,75.54154685
ABW,2008,0.577087557,76.11863441
ABW,2009,-12.76604288,63.35259153
ABW,2010,-3.827012996,59.52557854
ABW,2011,2.400342452,61.92592099
ABW,2012,-1.833977356,60.09194363
ABW,2013,5.635317503,65.72726113
ABW,2014,-0.709567171,65.01769396
ABW,2015,2.885166185,67.90286015
ABW,2016,1.515937914,69.41879806
ABW,2017,4.917138767,74.33593683
ABW,2018,4.738330384,79.07426721
ABW,2019,0.181216309,79.25548352
ABW,2020,-18.69832435,60.55715917
ABW,2021,17.2253004,77.78245957
AFE,1960,0,0
AFE,1961,-2.34297354,-2.34297354
AFE,1962,5.093991966,2.751018426
AFE,1963,2.330796069,5.081814495
AFE,1964,1.72402096,6.805835455
AFE,1965,2.436215279,9.242050734
AFE,1966,1.091589655,10.33364039
AFE,1967,2.36315193,12.69679232
AFE,1968,1.097494231,13.79428655
AFE,1969,2.314289909,16.10857646
AFE,1970,1.721562142,17.8301386
AFE,1971,2.415493983,20.24563258
AFE,1972,-0.686310354,19.55932223
AFE,1973,1.492383228,21.05170546
AFE,1974,2.822418812,23.87412427
AFE,1975,-1.198881748,22.67524252
AFE,1976,-0.10853394,22.56670858
AFE,1977,-1.584488714,20.98221987
AFE,1978,-1.885533006,19.09668686
AFE,1979,-0.325150875,18.77153599
AFE,1980,2.362088542,21.13362453
AFE,1981,1.251223517,22.38484805
AFE,1982,-2.531377458,19.85347059
AFE,1983,-2.75644096,17.09702963
AFE,1984,0.079514542,17.17654417
AFE,1985,-3.301846334,13.87469784
AFE,1986,-0.712220949,13.16247689
AFE,1987,1.13969351,14.3021704
AFE,1988,1.062716006,15.3648864
AFE,1989,0.057761119,15.42264752
AFE,1990,-2.846679896,12.57596763
AFE,1991,-2.583362776,9.99260485
AFE,1992,-4.494922545,5.497682305
AFE,1993,-2.945245042,2.552437263
AFE,1994,-0.618975225,1.933462038
AFE,1995,1.664402496,3.597864534
AFE,1996,2.684745114,6.282609648
AFE,1997,1.806285614,8.088895262
AFE,1998,-0.655817294,7.433077968
AFE,1999,0.09127871,7.524356678
AFE,2000,0.750783889,8.275140567
AFE,2001,1.011096486,9.286237053
AFE,2002,1.262080212,10.54831727
AFE,2003,0.471842197,11.02015946
AFE,2004,2.789091254,13.80925072
AFE,2005,3.356422987,17.1656737
AFE,2006,3.754323278,20.91999698
AFE,2007,3.727576403,24.64757338
AFE,2008,1.505046046,26.15261943
AFE,2009,-2.035686023,24.11693341
AFE,2010,2.336312973,26.45324638
AFE,2011,0.942903059,27.39614944
AFE,2012,-1.844833318,25.55131612
AFE,2013,1.400456612,26.95177273
AFE,2014,1.186759172,28.13853191
AFE,2015,0.166839638,28.30537154
AFE,2016,-0.490259076,27.81511247
AFE,2017,-0.105886333,27.70922613
AFE,2018,-0.169822405,27.53940373
AFE,2019,-0.587557018,26.95184671
AFE,2020,-5.421662217,21.53018449
AFE,2021,1.683556731,23.21374123
AFE,2022,0.84250664,24.05624787
AFG,2002,0,0
AFG,2003,0.927029128,0.927029128
AFG,2004,-2.497254639,-1.570225511
AFG,2005,7.321873841,5.75164833
AFG,2006,1.084988201,6.836636531
AFG,2007,11.80338266,18.64001919
AFG,2008,1.864754466,20.50477366
AFG,2009,17.14353433,37.64830799
AFG,2010,11.09921992,48.74752791
AFG,2011,-3.211364296,45.53616361
AFG,2012,8.247144252,53.78330786
AFG,2013,2.002522145,55.78583001
AFG,2014,-0.964803329,54.82102668
AFG,2015,-1.666416415,53.15461026
AFG,2016,-0.345802497,52.80880777
AFG,2017,-0.253593782,52.55521399
AFG,2018,-1.688576593,50.86663739
AFG,2019,0.932833389,51.79947078
AFG,2020,-5.364665931,46.43480485
AFG,2021,-22.92919443,23.50561042
AFW,1960,0,0
AFW,1961,-0.255511352,-0.255511352
AFW,1962,1.592942177,1.337430825
AFW,1963,4.978709984,6.316140809
AFW,1964,3.130231415,9.446372224
AFW,1965,1.798760565,11.24513279
AFW,1966,-3.962686223,7.282446566
AFW,1967,-11.56781665,-4.285370084
AFW,1968,-0.820016683,-5.105386767
AFW,1969,12.91491613,7.809529363
AFW,1970,15.18798395,22.99751331
AFW,1971,8.212020403,31.20953372
AFW,1972,0.706315835,31.91584955
AFW,1973,1.66874158,33.58459113
AFW,1974,7.453587638,41.03817877
AFW,1975,-4.735866225,36.30231254
AFW,1976,5.705278586,42.00759113
AFW,1977,1.953030956,43.96062209
AFW,1978,-4.870504556,39.09011753
AFW,1979,2.299781652,41.38989918
AFW,1980,-0.779581415,40.61031777
AFW,1981,-9.551764276,31.05855349
AFW,1982,-6.096813004,24.96174049
AFW,1983,-9.037261812,15.92447868
AFW,1984,-2.001967469,13.92251121
AFW,1985,2.774882036,16.69739324
AFW,1986,-1.271300615,15.42609263
AFW,1987,-1.222800723,14.2032919
AFW,1988,2.079912775,16.28320468
AFW,1989,-0.478485882,15.8047188
AFW,1990,3.822947687,19.62766648
AFW,1991,-1.479236038,18.14843045
AFW,1992,-0.037208148,18.1112223
AFW,1993,-3.772352898,14.3388694
AFW,1994,-2.831127873,11.50774153
AFW,1995,-0.743677003,10.76406452
AFW,1996,1.899857158,12.66392168
AFW,1997,1.525165267,14.18908695
AFW,1998,0.741763492,14.93085044
AFW,1999,-1.252140582,13.67870986
AFW,2000,0.95678003,14.63548989
AFW,2001,2.339994592,16.97548448
AFW,2002,6.914957193,23.89044167
AFW,2003,2.644698452,26.53514013
AFW,2004,5.028888805,31.56402893
AFW,2005,2.904057236,34.46808617
AFW,2006,2.472219803,36.94030597
AFW,2007,2.624484532,39.5647905
AFW,2008,3.352423722,42.91721422
AFW,2009,3.345289837,46.26250406
AFW,2010,4.010308649,50.27281271
AFW,2011,1.948530079,52.22134279
AFW,2012,2.261113186,54.48245598
AFW,2013,3.257922964,57.74037894
AFW,2014,3.093634596,60.83401354
AFW,2015,0.026016062,60.8600296
AFW,2016,-2.519274098,58.3407555
AFW,2017,-0.382690796,57.9580647
AFW,2018,0.14016228,58.09822698
AFW,2019,0.56358047,58.66180745
AFW,2020,-3.453124179,55.20868327
AFW,2021,1.372160069,56.58084334
AFW,2022,1.192667681,57.77351102
AGO,1980,0,0
AGO,1981,-7.738347877,-7.738347877
AGO,1982,-3.528441229,-11.26678911
AGO,1983,0.498296559,-10.76849255
AGO,1984,2.24177897,-8.526713577
AGO,1985,-0.163475064,-8.690188641
AGO,1986,-0.704614526,-9.394803167
AGO,1987,0.564519377,-8.83028379
AGO,1988,2.614974829,-6.215308961
AGO,1989,-3.274912568,-9.490221529
AGO,1990,-6.626409313,-16.11663084
AGO,1991,-2.312501779,-18.42913262
AGO,1992,-8.848293617,-27.27742624
AGO,1993,-26.34912367,-53.62654991
AGO,1994,-1.850621046,-55.47717095
AGO,1995,11.27842237,-44.19874858
AGO,1996,9.825457822,-34.37329076
AGO,1997,3.755519392,-30.61777137
AGO,1998,1.313926106,-29.30384526
AGO,1999,-1.062724886,-30.36657015
AGO,2000,-0.234945633,-30.60151578
AGO,2001,0.838227322,-29.76328846
AGO,2002,9.937307249,-19.82598121
AGO,2003,-0.466060748,-20.29204196
AGO,2004,7.127076555,-13.16496541
AGO,2005,11.00956558,-2.155399825
AGO,2006,7.614219205,5.45881938
AGO,2007,9.935108699,15.39392808
AGO,2008,7.163046018,22.5569741
AGO,2009,-2.797289986,19.75968411
AGO,2010,0.571220941,20.33090505
AGO,2011,-0.345062435,19.98584262
AGO,2012,4.53805378,24.5238964
AGO,2013,1.106331035,25.63022743
AGO,2014,1.030729118,26.66095655
AGO,2015,-2.64297533,24.01798122
AGO,2016,-6.011890778,18.00609044
AGO,2017,-3.630695038,14.3753954
AGO,2018,-4.676669584,9.69872582
AGO,2019,-4.017114161,5.681611659
AGO,2020,-8.672432129,-2.99082047
AGO,2021,-1.954598006,-4.945418476
AGO,2022,-0.09675473,-5.042173206
ALB,1980,0,0
ALB,1981,3.648648547,3.648648547
ALB,1982,0.795840071,4.444488618
ALB,1983,-1.016802172,3.427686446
ALB,1984,-3.307497202,0.120189244
ALB,1985,-0.290595348,-0.170406104
ALB,1986,3.614655544,3.44424944
ALB,1987,-2.749496379,0.694753061
ALB,1988,-3.262522334,-2.567769273
ALB,1989,6.923617285,4.355848012
ALB,1990,-11.1879053,-6.832057288
ALB,1991,-27.56682084,-34.39887813
ALB,1992,-6.622551212,-41.02142934
ALB,1993,10.22994935,-30.79147999
ALB,1994,8.969761659,-21.82171833
ALB,1995,14.02449593,-7.797222401
ALB,1996,9.780179879,1.982957478
ALB,1997,-10.36110497,-8.378147492
ALB,1998,9.516484438,1.138336946
ALB,1999,13.60806912,14.74640607
ALB,2000,7.630022439,22.37642851
ALB,2001,9.314397139,31.69082564
ALB,2002,4.850475334,36.54130098
ALB,2003,5.924211542,42.46551252
ALB,2004,5.956569596,48.42208212
ALB,2005,6.067882439,54.48996456
ALB,2006,6.572922982,61.06288754
ALB,2007,6.787228936,67.85011647
ALB,2008,8.328108423,76.1782249
ALB,2009,4.053139864,80.23136476
ALB,2010,4.223083827,84.45444859
ALB,2011,2.821642455,87.27609104
ALB,2012,1.584872815,88.86096386
ALB,2013,1.187234353,90.04819821
ALB,2014,1.985388092,92.0335863
ALB,2015,2.516827054,94.55041336
ALB,2016,3.480293217,98.03070657
ALB,2017,3.898112267,101.9288188
ALB,2018,4.276311551,106.2051304
ALB,2019,2.523540843,108.7286712
ALB,2020,-2.745238678,105.9834326
ALB,2021,9.922713708,115.9061463
ALB,2022,6.205275394,122.1114217
AND,1970,0,0
AND,1971,-2.526105334,-2.526105334
AND,1972,0.997233297,-1.528872037
AND,1973,0.890676964,-0.638195073
AND,1974,-0.920696156,-1.558891229
AND,1975,-5.41248286,-6.971374089
AND,1976,-2.528959038,-9.500333127
AND,1977,-2.660724654,-12.16105778
AND,1978,-3.598624899,-15.75968268
AND,1979,-4.552935268,-20.31261795
AND,1980,-2.007515147,-22.3201331
AND,1981,-3.847772185,-26.16790528
AND,1982,-2.979354964,-29.14726024
AND,1983,-2.846185526,-31.99344577
AND,1984,-2.435730489,-34.42917626
AND,1985,-1.480965856,-35.91014212
AND,1986,-0.812964068,-36.72310618
AND,1987,1.049155172,-35.67395101
AND,1988,0.821046214,-34.8529048
AND,1989,0.797489469,-34.05541533
AND,1990,0.042320625,-34.0130947
AND,1991,-0.904014454,-34.91710916
AND,1992,-2.328613182,-37.24572234
AND,1993,-4.165030095,-41.41075243
AND,1994,-0.771998475,-42.18275091
AND,1995,-0.330383518,-42.51313443
AND,1996,2.661055932,-39.8520785
AND,1997,8.165547743,-31.68653075
AND,1998,2.396919986,-29.28961077
AND,1999,3.355457446,-25.93415332
AND,2000,2.83605354,-23.09809978
AND,2001,5.372532989,-17.72556679
AND,2002,0.076702358,-17.64886443
AND,2003,4.196837094,-13.45202734
AND,2004,3.882383777,-9.569643562
AND,2005,1.578040219,-7.991603343
AND,2006,4.292621435,-3.698981908
AND,2007,4.22037542,0.521393512
AND,2008,-2.935382027,-2.413988515
AND,2009,-2.478037072,-4.892025587
AND,2010,1.222687703,-3.669337884
AND,2011,1.340893892,-2.328443992
AND,2012,-5.571255543,-7.899699535
AND,2013,-4.026027034,-11.92572657
AND,2014,2.140938982,-9.784787587
AND,2015,1.257416013,-8.527371574
AND,2016,2.574504588,-5.952866986
AND,2017,-1.41657902,-7.369446006
AND,2018,-0.003870296,-7.373316302
AND,2019,0.23829657,-7.135019732
AND,2020,-12.73507756,-19.87009729
AND,2021,6.459440532,-13.41065676
AND,2022,7.732715652,-5.677941108
ARB,1975,0,0
ARB,1976,11.74951635,11.74951635
ARB,1977,4.457486956,16.20700331
ARB,1978,-3.62578667,12.58121664
ARB,1979,7.383646314,19.96486295
ARB,1980,5.348256717,25.31311967
ARB,1981,0.142651967,25.45577163
ARB,1982,-11.09160453,14.3641671
ARB,1983,-9.135874462,5.228292642
ARB,1984,-1.773428203,3.454864439
ARB,1985,-4.911140965,-1.456276526
ARB,1986,1.399492277,-0.056784249
ARB,1987,-2.95505764,-3.011841889
ARB,1988,3.059102015,0.047260126
ARB,1989,-0.403209961,-0.355949835
ARB,1990,8.630964772,8.275014937
ARB,1991,0.254198095,8.529213032
ARB,1992,2.590523573,11.11973661
ARB,1993,0.424790962,11.54452757
ARB,1994,0.58588149,12.13040906
ARB,1995,0.508609445,12.6390185
ARB,1996,2.277334083,14.91635259
ARB,1997,2.294851774,17.21120436
ARB,1998,2.744009817,19.95521418
ARB,1999,-0.422571649,19.53264253
ARB,2000,4.185471896,23.71811442
ARB,2001,-0.48979975,23.22831467
ARB,2002,-1.469523954,21.75879072
ARB,2003,2.65337821,24.41216893
ARB,2004,6.510568608,30.92273754
ARB,2005,3.09963501,34.02237255
ARB,2006,3.473591877,37.49596442
ARB,2007,1.833522455,39.32948688
ARB,2008,2.767647901,42.09713478
ARB,2009,-2.185920007,39.91121477
ARB,2010,2.236488411,42.14770318
ARB,2011,1.309901957,43.45760514
ARB,2012,2.921837447,46.37944259
ARB,2013,0.31181486,46.69125745
ARB,2014,0.167322011,46.85857946
ARB,2015,1.265625404,48.12420486
ARB,2016,1.546403688,49.67060855
ARB,2017,-0.83282232,48.83778623
ARB,2018,0.344381769,49.182168
ARB,2019,-0.671140196,48.5110278
ARB,2020,-6.712495241,41.79853256
ARB,2021,1.909280768,43.70781333
ARB,2022,4.101065601,47.80887893
ARE,1975,0,0
ARE,1976,3.097306907,3.097306907
ARE,1977,5.516138938,8.613445845
ARE,1978,-13.6117817,-4.998335855
ARE,1979,7.18387947,2.185543615
ARE,1980,10.97530592,13.16084954
ARE,1981,-3.534486368,9.626363167
ARE,1982,-12.12483156,-2.498468393
ARE,1983,-10.11176334,-12.61023173
ARE,1984,-1.608639993,-14.21887173
ARE,1985,-8.570465038,-22.78933676
ARE,1986,-20.12081994,-42.9101567
ARE,1987,-3.651285455,-46.56144216
ARE,1988,-8.852247083,-55.41368924
ARE,1989,5.556954378,-49.85673486
ARE,1990,11.58314134,-38.27359352
ARE,1991,-4.575279929,-42.84887345
ARE,1992,-1.921751266,-44.77062472
ARE,1993,-3.614620809,-48.38524553
ARE,1994,2.042957365,-46.34228816
ARE,1995,2.0870473,-44.25524086
ARE,1996,0.092720744,-44.16252012
ARE,1997,1.35949143,-42.80302869
ARE,1998,-5.716708524,-48.51973721
ARE,1999,-2.958957302,-51.47869452
ARE,2000,4.836129645,-46.64256487
ARE,2001,-3.851554147,-50.49411902
ARE,2002,-2.625471695,-53.11959071
ARE,2003,3.67104717,-49.44854354
ARE,2004,4.630576274,-44.81796727
ARE,2005,-2.190420613,-47.00838788
ARE,2006,-4.017715396,-51.02610328
ARE,2007,-13.9233874,-64.94949068
ARE,2008,-13.28742756,-78.23691824
ARE,2009,-17.1453939,-95.38231214
ARE,2010,-4.256385863,-99.638698
ARE,2011,5.763433442,-93.87526456
ARE,2012,3.691201305,-90.18406325
ARE,2013,4.012692145,-86.17137111
ARE,2014,3.174202487,-82.99716862
ARE,2015,5.817357871,-77.17981075
ARE,2016,4.653505395,-72.52630536
ARE,2017,-0.087326071,-72.61363143
ARE,2018,0.517239889,-72.09639154
ARE,2019,0.323686527,-71.77270501
ARE,2020,-5.731044522,-77.50374953
ARE,2021,3.05240052,-74.45134901
ARE,2022,6.546638235,-67.90471078
ARG,1960,0,0
ARG,1961,3.740902814,3.740902814
ARG,1962,-2.454333032,1.286569782
ARG,1963,-6.831393315,-5.544823533
ARG,1964,8.382751477,2.837927944
ARG,1965,8.838850212,11.67677816
ARG,1966,-2.20928541,9.467492746
ARG,1967,1.587241218,11.05473396
ARG,1968,3.20815605,14.26289001
ARG,1969,8.001733126,22.26462314
ARG,1970,1.443199663,23.7078228
ARG,1971,3.998125312,27.70594812
ARG,1972,0.020487332,27.72643545
ARG,1973,1.136093322,28.86252877
ARG,1974,3.754159661,32.61668843
ARG,1975,-1.673528395,30.94316004
ARG,1976,-3.563802521,27.37935751
ARG,1977,5.238802842,32.61816036
ARG,1978,-6.027002039,26.59115832
ARG,1979,8.472518077,35.06367639
ARG,1980,-0.077522758,34.98615364
ARG,1981,-6.676587246,28.30956639
ARG,1982,-2.285150415,26.02441598
ARG,1983,2.735130038,28.75954601
ARG,1984,0.021379788,28.7809258
ARG,1985,-6.613093277,22.16783252
ARG,1986,4.561114003,26.72894653
ARG,1987,1.164689931,27.89363646
ARG,1988,-2.570391833,25.32324463
ARG,1989,-8.527911411,16.79533321
ARG,1990,-3.877389883,12.91794333
ARG,1991,7.589999664,20.507943
ARG,1992,6.450073131,26.95801613
ARG,1993,6.747497372,33.7055135
ARG,1994,4.420120785,38.12563428
ARG,1995,-4.116880801,34.00875348
ARG,1996,4.204967319,38.2137208
ARG,1997,6.823321092,45.03704189
ARG,1998,2.654347597,47.69138949
ARG,1999,-4.492112129,43.19927736
ARG,2000,-1.906987498,41.29228986
ARG,2001,-5.453796978,35.83849289
ARG,2002,-11.84595039,23.9925425
ARG,2003,7.719229637,31.71177213
ARG,2004,7.928157051,39.63992918
ARG,2005,7.732496999,47.37242618
ARG,2006,6.934981738,54.30740792
ARG,2007,7.916210572,62.22361849
ARG,2008,3.029785407,65.2534039
ARG,2009,-6.867955225,58.38544867
ARG,2010,9.844296398,68.22974507
ARG,2011,4.788683139,73.01842821
ARG,2012,-2.14528445,70.87314376
ARG,2013,1.265685175,72.13882894
ARG,2014,-3.57858051,68.56024843
ARG,2015,1.629664279,70.18991271
ARG,2016,-3.110063898,67.07984881
ARG,2017,1.757648183,68.83749699
ARG,2018,-3.601609757,65.23588723
ARG,2019,-2.969562499,62.26632473
ARG,2020,-10.81261085,51.45371388
ARG,2021,9.357175859,60.81088974
ARG,2022,4.273163738,65.08405348
ARM,1990,0,0
ARM,1991,-13.19114661,-13.19114661
ARM,1992,-41.09865025,-54.28979686
ARM,1993,-5.708269453,-59.99806631
ARM,1994,8.012920544,-51.98514577
ARM,1995,8.538542212,-43.44660356
ARM,1996,6.63186556,-36.814738
ARM,1997,4.188979575,-32.62575842
ARM,1998,8.322090806,-24.30366762
ARM,1999,4.412252849,-19.89141477
ARM,2000,7.153578185,-12.73783658
ARM,2001,10.83797617,-1.899860412
ARM,2002,14.22429285,12.32443244
ARM,2003,14.77383628,27.09826872
ARM,2004,11.16164945,38.25991817
ARM,2005,14.59145586,52.85137403
ARM,2006,13.97648864,66.82786267
ARM,2007,14.53610037,81.36396304
ARM,2008,7.651455058,89.0154181
ARM,2009,-13.54579168,75.46962642
ARM,2010,2.824481883,78.2941083
ARM,2011,5.319018352,83.61312665
ARM,2012,7.735370834,91.34849749
ARM,2013,3.764129648,95.11262713
ARM,2014,4.010645933,99.12327307
ARM,2015,3.606369078,102.7296421
ARM,2016,0.646135943,103.3757781
ARM,2017,8.024397049,111.4001751
ARM,2018,5.769882149,117.1700573
ARM,2019,8.2086495,125.3787068
ARM,2020,-6.704049318,118.6746575
ARM,2021,6.254220067,124.9288775
ARM,2022,13.02541852,137.9542961
ASM,2002,0,0
ASM,2003,1.376760783,1.376760783
ASM,2004,0.958704603,2.335465386
ASM,2005,0.238921013,2.574386399
ASM,2006,-3.394752379,-0.82036598
ASM,2007,2.67197034,1.85160436
ASM,2008,-1.800450002,0.051154358
ASM,2009,-3.257941095,-3.206786737
ASM,2010,1.245264257,-1.96152248
ASM,2011,0.992450746,-0.969071734
ASM,2012,-3.231910641,-4.200982375
ASM,2013,-1.21950184,-5.420484215
ASM,2014,3.279021642,-2.141462573
ASM,2015,4.854442301,2.712979728
ASM,2016,0.113644342,2.82662407
ASM,2017,-5.135339886,-2.308715816
ASM,2018,4.874061125,2.565345309
ASM,2019,1.831713966,4.397059275
ASM,2020,7.64030128,12.03736056
ASM,2021,0.648377683,12.68573824
ATG,1977,0,0
ATG,1978,4.03962554,4.03962554
ATG,1979,7.611353493,11.65097903
ATG,1980,7.694707614,19.34568665
ATG,1981,3.516597441,22.86228409
ATG,1982,-0.321429721,22.54085437
ATG,1983,5.078891653,27.61974602
ATG,1984,10.24252673,37.86227275
ATG,1985,8.163412201,46.02568495
ATG,1986,12.07273088,58.09841583
ATG,1987,7.221195293,65.31961112
ATG,1988,5.823352673,71.1429638
ATG,1989,5.824549585,76.96751338
ATG,1990,3.512719107,80.48023249
ATG,1991,1.685236976,82.16546947
ATG,1992,-0.445128902,81.72034056
ATG,1993,3.4008518,85.12119236
ATG,1994,4.707692263,89.82888463
ATG,1995,-6.21372328,83.61516135
ATG,1996,4.46620012,88.08136147
ATG,1997,3.368633335,91.4499948
ATG,1998,2.777121573,94.22711637
ATG,1999,1.952957112,96.18007349
ATG,2000,4.457311286,100.6373848
ATG,2001,-6.000792503,94.63659227
ATG,2002,-0.255113806,94.38147846
ATG,2003,4.880932309,99.26241077
ATG,2004,4.606741223,103.869152
ATG,2005,5.236709085,109.1058611
ATG,2006,11.27865894,120.38452
ATG,2007,7.821253426,128.2057734
ATG,2008,-1.497593577,126.7081799
ATG,2009,-13.29886801,113.4093119
ATG,2010,-9.089174819,104.320137
ATG,2011,-3.12748111,101.1926559
ATG,2012,2.258654934,103.4513109
ATG,2013,-1.525263424,101.9260474
ATG,2014,2.936152523,104.8622
ATG,2015,3.011461458,107.8736614
ATG,2016,4.770737128,112.6443985
ATG,2017,2.516390846,115.1607894
ATG,2018,6.232667482,121.3934569
ATG,2019,3.787887426,125.1813443
ATG,2020,-17.98917356,107.1921707
ATG,2021,5.92050158,113.1126723
ATG,2022,7.829470706,120.942143
AUS,1960,0,0
AUS,1961,0.463670522,0.463670522
AUS,1962,-1.147699708,-0.684029186
AUS,1963,4.198486307,3.514457121
AUS,1964,4.901197227,8.415654348
AUS,1965,3.923739909,12.33939426
AUS,1966,0.06802009,12.40741435
AUS,1967,4.971515944,17.37893029
AUS,1968,3.256266533,20.63519682
AUS,1969,4.828379609,25.46357643
AUS,1970,5.085013218,30.54858965
AUS,1971,0.54414958,31.09273923
AUS,1972,2.017708909,33.11044814
AUS,1973,1.062445221,34.17289336
AUS,1974,1.5048677,35.67776106
AUS,1975,0.096320643,35.7740817
AUS,1976,1.565295527,37.33937723
AUS,1977,2.434208753,39.77358598
AUS,1978,-0.273326316,39.50025967
AUS,1979,2.931671595,42.43193126
AUS,1980,1.787267616,44.21919888
AUS,1981,1.73808252,45.9572814
AUS,1982,1.54890362,47.50618502
AUS,1983,-3.553486395,43.95269862
AUS,1984,3.343577359,47.29627598
AUS,1985,3.885135104,51.18141109
AUS,1986,2.473224565,53.65463565
AUS,1987,1.010994341,54.66562999
AUS,1988,4.04107228,58.70670227
AUS,1989,2.131740423,60.8384427
AUS,1990,2.054793811,62.89323651
AUS,1991,-1.644753047,61.24848346
AUS,1992,-0.689506015,60.55897745
AUS,1993,3.125986342,63.68496379
AUS,1994,2.984297795,66.66926158
AUS,1995,2.736499286,69.40576087
AUS,1996,2.603790281,72.00955115
AUS,1997,2.794518342,74.80406949
AUS,1998,3.575818587,78.37988808
AUS,1999,3.81438537,82.19427345
AUS,2000,2.71882937,84.91310282
AUS,2001,0.739613358,85.65271618
AUS,2002,2.817325413,88.47004159
AUS,2003,1.932212851,90.40225444
AUS,2004,3.108286755,93.5105412
AUS,2005,1.905683368,95.41622456
AUS,2006,1.363514029,96.77973859
AUS,2007,1.901150677,98.68088927
AUS,2008,1.5135102,100.1943995
AUS,2009,-0.20740929,99.98699018
AUS,2010,0.628836598,100.6158268
AUS,2011,0.978468035,101.5942948
AUS,2012,2.10380811,103.6981029
AUS,2013,0.828325558,104.5264285
AUS,2014,1.060337085,105.5867656
AUS,2015,0.693065823,106.2798314
AUS,2016,1.13842434,107.4182557
AUS,2017,0.604963408,108.0232191
AUS,2018,1.348282752,109.3715019
AUS,2019,0.665151145,110.036653
AUS,2020,-1.278358059,108.758295
AUS,2021,2.105711229,110.8640062
AUS,2022,2.457502628,113.3215088
AUT,1960,0,0
AUT,1961,4.960717183,4.960717183
AUT,1962,2.021469667,6.98218685
AUT,1963,3.471466159,10.45365301
AUT,1964,5.419336014,15.87298902
AUT,1965,2.810012786,18.68300181
AUT,1966,4.904479004,23.58748081
AUT,1967,2.241009758,25.82849057
AUT,1968,3.931241829,29.7597324
AUT,1969,5.909495926,35.66922833
AUT,1970,5.950496618,41.61972494
AUT,1971,4.646942731,46.26666768
AUT,1972,5.592381531,51.85904921
AUT,1973,4.310905781,56.16995499
AUT,1974,3.765373032,59.93532802
AUT,1975,-0.099030082,59.83629794
AUT,1976,4.763369869,64.59966781
AUT,1977,5.039647613,69.63931542
AUT,1978,-0.129830488,69.50948493
AUT,1979,5.536447933,75.04593286
AUT,1980,1.731377792,76.77731066
AUT,1981,-0.398620518,76.37869014
AUT,1982,1.938121505,78.31681164
AUT,1983,3.13962808,81.45643972
AUT,1984,0.057573093,81.51401282
AUT,1985,2.450565671,83.96457849
AUT,1986,2.236402355,86.20098084
AUT,1987,1.293045279,87.49402612
AUT,1988,3.149746508,90.64377263
AUT,1989,3.420101785,94.06387441
AUT,1990,3.553547647,97.61742206
AUT,1991,2.413986454,100.0314085
AUT,1992,0.97609224,101.0075008
AUT,1993,-0.298754361,100.7087464
AUT,1994,2.008761944,102.7175083
AUT,1995,2.510912694,105.228421
AUT,1996,2.211434933,107.439856
AUT,1997,1.977975908,109.4178319
AUT,1998,3.467829941,112.8856618
AUT,1999,3.355044661,116.2407065
AUT,2000,3.12743665,119.3681431
AUT,2001,0.880259098,120.2484022
AUT,2002,1.152676331,121.4010786
AUT,2003,0.450946527,121.8520251
AUT,2004,2.099711169,123.9517363
AUT,2005,1.549877317,125.5016136
AUT,2006,2.943417859,128.4450314
AUT,2007,3.391730827,131.8367623
AUT,2008,1.143307119,132.9800694
AUT,2009,-4.016340042,128.9637293
AUT,2010,1.592577128,130.5563065
AUT,2011,2.576448318,133.1327548
AUT,2012,0.222450577,133.3552054
AUT,2013,-0.562298943,132.7929064
AUT,2014,-0.122370667,132.6705357
AUT,2015,-0.11154019,132.5589956
AUT,2016,0.89246914,133.4514647
AUT,2017,1.550724086,135.0021888
AUT,2018,1.92771306,136.9299018
AUT,2019,1.066969706,137.9968715
AUT,2020,-6.841544703,131.1553268
AUT,2021,4.102317176,135.257644
AUT,2022,3.989868963,139.247513
AZE,1990,0,0
AZE,1991,-2.012383104,-2.012383104
AZE,1992,-23.76120216,-25.77358526
AZE,1993,-24.25686416,-50.03044942
AZE,1994,-20.77555855,-70.80600797
AZE,1995,-12.81342944,-83.61943741
AZE,1996,0.28021389,-83.33922352
AZE,1997,4.784282352,-78.55494117
AZE,1998,8.960886763,-69.59405441
AZE,1999,6.461584076,-63.13247033
AZE,2000,10.19102927,-52.94144106
AZE,2001,9.051822038,-43.88961903
AZE,2002,8.625351066,-35.26426796
AZE,2003,9.376460364,-25.8878076
AZE,2004,8.301538479,-17.58626912
AZE,2005,26.66009477,9.073825654
AZE,2006,33.03048777,42.10431342
AZE,2007,23.59068541,65.69499883
AZE,2008,8.457450126,74.15244896
